county,sub_county,date,population_under_5,nutrition_program_coverage,stunting_rate,wasting_rate,underweight_rate,exclusive_breastfeeding_rate,mmf_complementarity,mdd_diversity,micronutrient_supplementation_rate
Nairobi,Kamukunji,2025-07-01 23:22:43.086192,7595,37.17858650519753,31.06164451716838,20.334697596475173,20.392898769585823,53.39785702711248,55.16329324609804,80.04272046572567,63.63423658997718
Nairobi,Kamukunji,2025-08-01 23:22:43.086192,4644,51.5738444153915,42.70238364433484,5.541441197170847,26.18442014368424,34.99220809322191,29.037265895006644,64.96860835320315,70.57583912235903
Nairobi,Kamukunji,2025-09-01 23:22:43.086192,2137,33.15633801506709,29.63759342838707,15.225126481127994,33.90794333092887,34.57637217141915,72.3271919563337,72.56222483606373,50.28179910323452
Nairobi,Kamukunji,2025-10-01 23:22:43.086192,13340,35.087044764278794,39.24457484181846,19.645757742188344,30.977468322663682,41.6188457896853,37.307824463403044,81.78381425980936,74.10169598532309
Nairobi,Kamukunji,2025-11-01 23:22:43.086192,2377,62.137015058358486,15.940439595908249,7.387725039939408,11.479069616324352,40.18325231247486,58.02623788069157,54.687291464898486,65.21496099756887
Nairobi,Kamukunji,2025-12-01 23:22:43.086192,14914,33.44933723335348,36.906143542099144,22.02792138935567,10.85677857404811,68.47102478804257,47.897972461495506,49.34685052160566,80.4242417981268
Nairobi,Kamukunji,2026-01-01 23:22:43.086192,13572,85.52823516717868,42.42232786273226,15.888845471041549,31.781690114153545,33.91553955988364,38.94631160525279,72.67005165905309,64.12777339566847
Nairobi,Kamukunji,2026-02-01 23:22:43.086192,8428,56.30896150152053,33.16991345286368,22.546516399890084,34.60034120111354,64.0175443587344,52.7850043626992,56.55859019021149,72.34798385457816
Nairobi,Embakasi,2025-03-01 23:22:43.086192,14490,32.93776198013495,22.18664241990711,12.582338411980594,20.51779085648494,26.26403545219724,71.13560476207428,41.484981700471224,40.67256565753548
Nairobi,Embakasi,2025-04-01 23:22:43.086192,5531,71.7562894246094,21.198671527865045,9.195376274580141,18.968537595849767,50.2357632336478,66.2564537013958,36.28009167475669,65.44549177327474
Nairobi,Embakasi,2025-05-01 23:22:43.086192,8515,65.7370579890917,23.916968289945395,23.012375966621395,10.672435469913804,42.51580230608738,64.8422557120936,80.20116067149577,77.9819624524162
Nairobi,Embakasi,2025-06-01 23:22:43.086192,5515,78.9262411235168,25.193372893649794,13.538804782982364,23.723138309365826,56.93702134977534,79.4794494435557,73.76973143249651,72.53429441543133
Nairobi,Embakasi,2025-07-01 23:22:43.086192,6612,45.45128804351348,35.500143385671635,21.572189664360103,32.23404703924949,43.420194453880676,76.78960397848586,69.08728198893955,50.203489118686925
Nairobi,Embakasi,2025-08-01 23:22:43.086192,10347,61.4691665547021,29.145193450018386,10.601053643686676,31.40069355547386,23.35604526912821,40.624611739064676,77.57868649765558,49.18495142054287
Nairobi,Embakasi,2025-09-01 23:22:43.086192,13362,30.449663893576002,35.10615339896651,17.790360235069237,33.437410773903764,35.953180200732206,58.01541693939038,49.6491750793344,45.397057076864364
Nairobi,Embakasi,2025-10-01 23:22:43.086192,10748,65.39034904543033,20.312447071882204,8.37606446784537,25.41957863476165,61.23249184633725,71.05579963316964,60.06875029338177,58.922206105835016
Nairobi,Embakasi,2025-11-01 23:22:43.086192,9291,45.55516021682902,31.925221525519614,11.47827817132153,30.048112850316514,27.298967480345766,60.63459042402429,37.6079975809251,73.75637828595785
Nairobi,Embakasi,2025-12-01 23:22:43.086192,13452,63.522694496398245,30.940105089438582,17.78171946311233,24.014465941358992,57.16511756648418,33.24119269956245,50.09670211322718,46.65902769284021
Nairobi,Embakasi,2026-01-01 23:22:43.086192,11252,79.23229250969135,28.683243828811854,5.4888876355606575,15.421826035248316,37.04008699019669,27.041636958568755,80.77064422957024,67.263127549942
Nairobi,Embakasi,2026-02-01 23:22:43.086192,8678,41.15607768041622,39.00331211272893,23.52119360062637,22.539249453870227,61.689283779015604,29.49586103237661,75.77242086650749,43.47062113483242
Nairobi,Kibra,2025-03-01 23:22:43.086192,10812,35.982952804327056,25.672222045602656,8.61741036918319,30.565737181243183,22.708325709139576,46.90209509767326,52.13383312071083,74.69431013114118
Nairobi,Kibra,2025-04-01 23:22:43.086192,9080,76.10812494659771,35.46142297484893,21.531655186859968,12.527221366526717,28.07641148509584,40.24430594175293,51.296644244802664,46.32432015040013
Nairobi,Kibra,2025-05-01 23:22:43.086192,6032,56.34379751762616,23.133530118736537,13.094463559251754,18.743167371687782,33.317996836356485,50.52893692915222,71.8379956519007,56.97006494095882
Nairobi,Kibra,2025-06-01 23:22:43.086192,9899,72.9666000417256,37.81822699694513,14.619241302306385,31.010848013108895,25.125710101797075,43.16333492271045,75.99213325266277,78.02506432340994
Nairobi,Kibra,2025-07-01 23:22:43.086192,8138,84.5322265970686,33.34886819419344,20.390013678978146,15.931376743506464,48.155482670110175,57.67149489658263,59.31416462812837,69.23420494193155
Nairobi,Kibra,2025-08-01 23:22:43.086192,3508,69.66096395497587,41.55144544660645,9.748466558138528,20.067400128728213,62.26500060851426,79.73192558351556,78.64253161964959,83.96062717071484
Nairobi,Kibra,2025-09-01 23:22:43.086192,7701,49.78838116533301,18.435827986237115,12.789357759566398,29.91681215675572,40.20675749631687,43.949471372763185,44.012144688251595,78.41329371920784
Nairobi,Kibra,2025-10-01 23:22:43.086192,2255,68.57461322960526,25.79833110825404,17.371697047906622,33.045339883789374,20.066309152710804,30.00709361599218,39.450478636962664,76.81890541364149
Nairobi,Kibra,2025-11-01 23:22:43.086192,11801,40.593101032367045,43.3234253393656,7.686833602755232,17.24245706576062,63.393590270637354,28.65585401050643,51.92203674635175,42.55673177592116
Nairobi,Kibra,2025-12-01 23:22:43.086192,12142,73.93095173656211,16.418164668461362,6.518051631343549,22.46363698959299,47.97044240869185,63.37634902826945,64.65901511729672,76.15914762348174
Nairobi,Kibra,2026-01-01 23:22:43.086192,9501,31.664844932775914,30.3975814974354,22.537974680956573,19.87328628781608,30.746417055655538,29.967483633939732,67.17032288073507,67.14048935064733
Nairobi,Kibra,2026-02-01 23:22:43.086192,7750,49.79412630281582,27.543041937571772,17.61069701835388,14.847849416518898,44.09801438317571,73.51095889572602,80.10754453490671,89.7140313242856
Mombasa,Changamwe,2025-03-01 23:22:43.086192,14595,48.28280376798632,41.767919401972264,20.60112482569476,31.55288357275891,31.9127446386369,69.91619427513416,73.64344271762465,89.01029797759568
Mombasa,Changamwe,2025-04-01 23:22:43.086192,10543,33.26342969799147,40.42011065456173,13.345080869234705,27.938975151869112,34.98128403023954,40.71054326157401,63.06640792348988,68.91439873520905
Mombasa,Changamwe,2025-05-01 23:22:43.086192,6207,79.95218494732065,34.645487778745164,13.320390046964558,19.062849563870856,33.299415546525054,68.45494828769051,42.789231247508255,53.31269021580578
Mombasa,Changamwe,2025-06-01 23:22:43.086192,9706,73.8635734740798,22.437930290010083,6.949436002689433,34.7049146491024,37.75861762547379,72.06896941881914,30.748080397106936,71.95408371652663
Mombasa,Changamwe,2025-07-01 23:22:43.086192,9887,36.0503324345525,35.37650102930367,16.166843015312505,21.782007765212924,22.445366593911015,64.44871887615906,44.92551107677425,69.62776419441457
Mombasa,Changamwe,2025-08-01 23:22:43.086192,13451,61.71952605667799,34.56427390243516,22.11937685685108,18.663977944065696,61.009751312119356,55.80171076050058,35.92627997707245,57.903136542181635
Mombasa,Changamwe,2025-09-01 23:22:43.086192,2830,54.10767286136988,36.25889026359728,6.633364619670705,17.902152942173423,28.92887237201781,47.76665801338032,67.60062684655335,88.00159546713877
Mombasa,Changamwe,2025-10-01 23:22:43.086192,13350,70.92153891532496,44.23264196050603,23.194067259818326,28.985885851969407,41.70849414412047,76.22695808543136,50.45039173672373,41.103574896520385
Mombasa,Changamwe,2025-11-01 23:22:43.086192,8682,60.46869921904814,42.887757423778886,20.672965814597955,11.562809669845166,29.795362902157713,33.02665695005752,84.18087776759234,45.047410199502494
Mombasa,Changamwe,2025-12-01 23:22:43.086192,11621,35.32852727903609,31.80838803025862,8.270171097436254,17.569606012168954,45.76649327340441,73.66698816373872,33.826242665148726,75.18962693579476
Mombasa,Changamwe,2026-01-01 23:22:43.086192,5067,48.96421655101737,25.690273032549662,18.03988654367996,34.43591737549043,23.131738762727203,66.55998399676228,71.8606895849861,44.60323624856688
Mombasa,Changamwe,2026-02-01 23:22:43.086192,6622,36.296334979689306,41.264757705652706,24.14870686677197,20.175540113729305,53.132229190566775,73.62252498485444,62.84185293689277,88.53315547978197
Mombasa,Jomvu,2025-03-01 23:22:43.086192,4775,40.60086249470977,24.053307173189676,11.182050073850903,29.080983682637218,34.020062757349436,36.85737095408575,70.40049133084102,71.72625636500666
Mombasa,Jomvu,2025-04-01 23:22:43.086192,2879,70.98373828248958,18.260754874919716,17.50259904788436,12.417495616534584,56.39381495781675,61.6803590320115,67.47610824864071,74.00112270878992
Mombasa,Jomvu,2025-05-01 23:22:43.086192,7121,32.29440169956828,19.573078636492593,18.65877091900714,29.349112278171603,49.21573052922018,32.952204981643604,49.06581829713335,46.23412524702574
Mombasa,Jomvu,2025-06-01 23:22:43.086192,8874,56.59019606892878,18.360017728362457,10.271936213761695,20.66508662506451,38.48994991542888,66.76840713387604,67.01121955772018,42.558379185817934
Mombasa,Jomvu,2025-07-01 23:22:43.086192,10441,40.96204450977053,17.6566439856066,6.572370824673646,21.894180392046344,47.39007792873987,68.37820188126247,62.83735775832736,41.90917590123668
Mombasa,Jomvu,2025-08-01 23:22:43.086192,10600,75.99537043860069,41.27818414069183,14.529958576978789,18.574743570168195,47.70083631224786,76.81850004284392,46.97031959593964,49.46976876351437
Mombasa,Jomvu,2025-09-01 23:22:43.086192,5385,83.09742146038391,41.65949555072102,12.903427047008012,11.127122740959184,59.2579677638489,69.20642197482813,76.72272017304742,80.75505476544363
Mombasa,Jomvu,2025-10-01 23:22:43.086192,13025,35.8581073781309,44.754025276225086,9.189350217559797,33.81034980243303,23.96875454837118,36.06947196136533,41.8829913379511,53.65299340422357
Mombasa,Jomvu,2025-11-01 23:22:43.086192,7071,49.87378372250896,43.89270854695317,6.884762431027378,25.593206741041826,54.13872382346708,37.17118886478599,62.55038059736632,67.85750963230035
Mombasa,Jomvu,2025-12-01 23:22:43.086192,11425,49.468046535176995,22.890294333984627,13.817290795005889,33.97685072151377,54.70478301366706,79.05704065979285,59.919841019460506,82.5675918103355
Mombasa,Jomvu,2026-01-01 23:22:43.086192,13042,73.6229227383127,29.622698623136383,9.972248389745694,26.190701724218467,31.315766304775032,39.6786356586571,34.474825234240896,66.08297201624472
Mombasa,Jomvu,2026-02-01 23:22:43.086192,11931,54.86879236577478,19.720206344325195,14.110955544533814,20.644343573471154,52.18529807468743,47.72145655088891,80.0928408053268,69.3625289325615
Mombasa,Kisauni,2025-03-01 23:22:43.086192,6080,43.549935171547226,17.30115294039636,5.481372375927329,27.114142249023033,54.784882905920085,76.7075019713948,75.33500623463851,54.99405610112933
Mombasa,Kisauni,2025-04-01 23:22:43.086192,7576,89.17085562985211,22.98426960951194,16.060316850897323,19.83380768518724,59.375054806235326,47.446825099362684,42.36798055262054,45.475643229599754
Mombasa,Kisauni,2025-05-01 23:22:43.086192,8588,93.47773897758913,35.135074754017054,5.0447902253694,24.95978862683471,47.19377740094312,76.74264158391118,43.310486247783004,54.70010831653407
Mombasa,Kisauni,2025-06-01 23:22:43.086192,7227,67.28595038943999,36.951588448012565,16.44957862377474,34.773074372890335,37.975046045981145,61.58995548540325,64.74940599025174,64.3911148890568
Mombasa,Kisauni,2025-07-01 23:22:43.086192,2813,76.93513631491194,41.48427765863945,14.62284709693825,34.40985226081785,30.344751646792623,64.05999783325774,51.657050189810136,41.72610128897315
Mombasa,Kisauni,2025-08-01 23:22:43.086192,8435,84.56617552691912,16.431666794433138,14.638993845095243,27.6940733387541,40.271476744708316,28.158477787137027,59.19322372267125,77.22589539900633
Mombasa,Kisauni,2025-09-01 23:22:43.086192,2022,62.50353339545852,33.46121871560114,6.342834561672794,22.447868815162643,52.731243686373226,59.2430610700637,66.58174229513433,48.96697568078254
Mombasa,Kisauni,2025-10-01 23:22:43.086192,7208,76.10673443996939,30.82202193531051,11.025174520573326,15.9889477668623,34.011362476863695,56.544787924203746,35.694089878714934,69.25816671335707
Mombasa,Kisauni,2025-11-01 23:22:43.086192,6839,53.732051310995175,40.721425593467174,17.61989389138094,30.95179277756889,35.84499074680609,44.8840136691466,55.73950229857584,72.6790079187828
Mombasa,Kisauni,2025-12-01 23:22:43.086192,5360,72.69094810521236,42.300529692901414,17.046569777490873,28.150236462140683,42.703338036324325,27.758009938260333,78.0955433889007,86.1926398586316
Mombasa,Kisauni,2026-01-01 23:22:43.086192,4471,76.26900686179464,40.2386614076196,8.039237502233503,13.515946348722599,43.66051738235542,56.401684624628615,37.595062963963734,65.15943824217712
Mombasa,Kisauni,2026-02-01 23:22:43.086192,13104,78.17348204832274,42.277827186120966,5.944121991221407,10.714251634931747,54.58316891416086,34.07249118259813,77.18261902245851,49.27164167061413
Mombasa,Nyali,2025-03-01 23:22:43.086192,2201,50.74658773493886,17.118651889225625,10.032433745267973,30.270858875379606,69.08682022695243,31.59473482434641,31.73829591057083,78.5972285461784
Mombasa,Nyali,2025-04-01 23:22:43.086192,12555,35.301819442697074,19.085745921886563,10.14535792339106,10.273593039339213,48.322180807289726,45.36509653160039,36.59425726780668,78.24489237259161
Mombasa,Nyali,2025-05-01 23:22:43.086192,12436,47.58181053193432,29.75658382889951,8.994098820923268,20.594215789051184,61.200835333297384,42.64997661123499,44.78514836358329,52.40782934957943
Mombasa,Nyali,2025-06-01 23:22:43.086192,11403,41.73654462926576,19.47092004802281,22.08575506714316,17.94363699415318,33.46445246232135,60.506858929657206,57.65403461049525,87.11908181516532
Mombasa,Nyali,2025-07-01 23:22:43.086192,9714,86.76485389485894,31.174022983853057,20.201915511545664,12.974732298998903,44.13807172240339,36.20944945342814,58.03690027464996,61.61703207920911
Mombasa,Nyali,2025-08-01 23:22:43.086192,8583,81.65308217113159,20.6769145906515,18.205041881341963,33.336015856507586,48.4191171069417,74.10830016111416,41.87539795773062,72.02721033586587
Mombasa,Nyali,2025-09-01 23:22:43.086192,9489,61.381232486230616,29.061491342691355,19.90440664199691,25.27318133855827,39.48461087039267,28.905458057333778,62.929987491686184,51.70462039306307
Mombasa,Nyali,2025-10-01 23:22:43.086192,2040,88.39842484272666,40.834679232135585,8.849670580917845,21.666417515472972,58.50568544700887,49.07229176764584,77.16427415884766,67.16767324234864
Mombasa,Nyali,2025-11-01 23:22:43.086192,12100,57.65075623732322,30.013991856990174,16.59108453399091,21.86528820942725,39.49411650676031,33.927373934059915,41.71587622477952,67.9588766742225
Mombasa,Nyali,2025-12-01 23:22:43.086192,7352,37.61083177707443,18.996709792138233,22.11930916112424,34.38477719647811,65.21951085066448,56.212941288066126,34.150275099834765,66.31236323495577
Mombasa,Nyali,2026-01-01 23:22:43.086192,8696,30.27033900473403,29.80689627149392,7.837926107276248,27.9639994027987,33.654782372514994,46.19236538968211,57.66336801213616,76.47209026732497
Mombasa,Nyali,2026-02-01 23:22:43.086192,13782,65.46086866710392,19.659138707130978,15.059299406968478,10.339545001326538,48.062775598414106,41.00656008151415,63.77131910295209,66.71472727898635
Mombasa,Likoni,2025-03-01 23:22:43.086192,8469,30.18359734978597,18.423080464218323,14.22817907356093,10.172904927705156,45.312847980592444,55.85608830546845,45.06466287516553,79.4027436762702
Mombasa,Likoni,2025-04-01 23:22:43.086192,4855,69.00978899669443,43.63423395737004,8.217941286215494,29.159115058275194,20.057680037607454,58.50949856010182,42.299229566574866,44.51166310248675
Mombasa,Likoni,2025-05-01 23:22:43.086192,9313,69.38765348131537,34.52883710619783,11.203270592962447,12.747534581422062,69.04720485112743,31.958689976476983,75.7542074989735,87.77232099524942
Mombasa,Likoni,2025-06-01 23:22:43.086192,9809,65.41447716677405,31.02408644928682,11.17409884612427,14.580799213563363,29.13722346863404,60.30910310758577,69.21673264951907,62.234008681294995
Mombasa,Likoni,2025-07-01 23:22:43.086192,2965,68.49439397317514,27.236626158708265,7.732664356401897,19.4537746182777,26.826550415813507,48.72279804790445,81.03963989522494,72.21130588282787
Mombasa,Likoni,2025-08-01 23:22:43.086192,8292,39.097338248564895,25.57607022463497,14.170753792377688,20.574838542230292,45.351436767535084,48.42247637386451,47.15061805328059,41.781430996020546
Mombasa,Likoni,2025-09-01 23:22:43.086192,12324,39.45078779992377,26.511126238924557,10.353910852471271,31.81045781548762,35.5441712814321,32.21111752471081,64.49855755906147,63.546805419723626
Mombasa,Likoni,2025-10-01 23:22:43.086192,5832,53.11594676009483,41.43213166750091,8.61683898002384,19.771002050470877,44.833298916268916,37.24316215555562,59.22602710445192,48.309094630161916
Mombasa,Likoni,2025-11-01 23:22:43.086192,6396,94.71058274812003,18.936192907116954,9.486283237114936,23.070730330596703,60.25855461482227,66.15168015662078,41.888989344376554,59.917302265511566
Mombasa,Likoni,2025-12-01 23:22:43.086192,12332,57.35762880611516,23.863182682578632,22.228907392825555,10.356194169037932,33.65678181424033,77.62382999289437,73.5683209757479,53.928366856380265
Mombasa,Likoni,2026-01-01 23:22:43.086192,14268,48.01843935349439,17.318890585683018,11.665200494887317,27.13949280682064,58.99378831744236,34.08267853768545,77.6058309867409,60.19118442657088
Mombasa,Likoni,2026-02-01 23:22:43.086192,5805,67.6274961371794,26.745499832499632,24.163790915168953,13.338849535610391,24.697544795267927,38.71514583105671,65.76742974767208,81.0982365327215
Kisumu,Kisumu East,2025-03-01 23:22:43.086192,13204,46.43310391092558,23.504289865598533,24.434031991029983,17.5167701150935,40.265841481628456,55.877179492422016,84.85948459247243,72.67949088571814
Kisumu,Kisumu East,2025-04-01 23:22:43.086192,10051,63.42883794250403,27.472288181313058,14.33035025686994,20.204176506363055,23.156056317476796,72.84682196813091,40.32251348105321,49.999821910871134
Kisumu,Kisumu East,2025-05-01 23:22:43.086192,5103,90.21632281252033,28.390280138029254,21.73923764292391,27.740785548760428,51.261655508798704,46.55544290800704,57.891178650117666,54.669286686257095
Kisumu,Kisumu East,2025-06-01 23:22:43.086192,9706,43.16033969994453,26.91452777266093,17.34397681663863,25.640851889136172,46.20663357053874,60.83010052530039,76.51135434781442,82.45280554949254
Kisumu,Kisumu East,2025-07-01 23:22:43.086192,12565,47.87090846948357,21.3457444194147,13.860824994206464,31.312105848239764,55.898330950540064,59.53254762363059,63.39643192161408,81.21683648874952
Kisumu,Kisumu East,2025-08-01 23:22:43.086192,11636,46.31866997418942,38.37487827861223,11.746225334639458,25.493492013019967,53.28581562196751,63.65567650664527,75.63624093910727,77.22186406980342
Kisumu,Kisumu East,2025-09-01 23:22:43.086192,4442,50.68063993113982,29.98365073597379,8.103417121655166,22.034041488990248,46.6189303417726,37.59893001522782,78.55412120800685,76.3169921468758
Kisumu,Kisumu East,2025-10-01 23:22:43.086192,14620,86.32537881339962,37.90789802644963,14.78240675795943,26.949638574613672,40.226026786954364,34.82484235650424,68.1211545304609,56.93031850379952
Kisumu,Kisumu East,2025-11-01 23:22:43.086192,5690,70.66054236661584,24.33415378413852,15.376754909945697,22.722638085152248,42.801114116835834,38.2066553254478,59.704818007662205,68.10654359207325
Kisumu,Kisumu East,2025-12-01 23:22:43.086192,10197,92.45539070297937,30.198662319135014,21.715399827319356,12.437405875347704,60.97306711100097,70.21547809409196,83.81233519616964,75.00687623170825
Kisumu,Kisumu East,2026-01-01 23:22:43.086192,11304,56.3147361970624,30.410792557834597,9.083086723245014,31.085679686487374,22.51182561976243,74.92252534174565,45.01325725378642,51.19800170148065
Kisumu,Kisumu East,2026-02-01 23:22:43.086192,14599,49.1587831310695,24.870635211775575,13.027389514118843,11.25698508602072,54.455231771812876,51.35076788175637,75.20733456409758,79.9691164755485
Kisumu,Kisumu West,2025-03-01 23:22:43.086192,11382,50.596890030770496,36.1820759434081,16.121832351832975,17.64887960025553,26.129318000684403,26.28382208298023,34.04335133329103,48.77700064655041
Kisumu,Kisumu West,2025-04-01 23:22:43.086192,6279,73.24296486064375,33.88643605391842,5.080821075754159,34.01158697735249,63.85523768709347,40.7701346259603,46.58159897765539,76.41854956399479
Kisumu,Kisumu West,2025-05-01 23:22:43.086192,7247,66.9397708058759,37.21550129084653,24.53592547525466,20.421638586590205,43.17864243672303,32.643188356888714,51.65589322099988,86.84338824050324
Kisumu,Kisumu West,2025-06-01 23:22:43.086192,2909,79.5348553470825,43.418676966571354,7.328889551593775,17.29104340295716,62.42077980641559,42.70175281973166,68.21029564605894,67.4240769842445
Kisumu,Kisumu West,2025-07-01 23:22:43.086192,3877,88.74534119047932,38.87732670281055,12.895498422728956,10.296563505126318,61.74270483722181,58.70530072715298,58.26430614703479,58.8869221596349
Kisumu,Kisumu West,2025-08-01 23:22:43.086192,9116,90.65763486107247,32.94592644499782,24.655674831337215,20.997621949203293,28.097716760532297,29.20556687200603,72.55909798393695,72.12105933094573
Kisumu,Kisumu West,2025-09-01 23:22:43.086192,4138,81.58524561231474,41.65436887998722,20.181921584573978,13.526828313206988,58.82466384369214,41.88203496425272,80.14912120175765,83.79586603921749
Kisumu,Kisumu West,2025-10-01 23:22:43.086192,9632,93.98813191887885,30.46258163088347,13.769607921625335,29.825509838685935,30.163530123687174,56.323194713729855,46.17346872026077,89.62928649914845
Kisumu,Kisumu West,2025-11-01 23:22:43.086192,7841,72.75495034482756,38.425360221120926,19.21918945955792,16.090678193013368,35.356532530852036,72.42992516766053,39.00094128425272,46.0324912904419
Kisumu,Kisumu West,2025-12-01 23:22:43.086192,10801,67.5187500985946,32.12730403572252,11.397950882314902,12.929286796924835,41.554547432133916,63.28567938088903,42.42825656568711,46.790813978928995
Kisumu,Kisumu West,2026-01-01 23:22:43.086192,3502,37.87792349884355,35.65118848095851,21.822234136919295,11.519996987592489,64.55611728851213,40.018372082118816,54.53071788154339,77.2978321104125
Kisumu,Kisumu West,2026-02-01 23:22:43.086192,10023,33.66232496846002,25.7157986431266,10.514020502934354,13.262350717016727,31.287361619852526,45.09098307037226,84.09880274060609,68.21266934886536
Kisumu,Kisumu Central,2025-03-01 23:22:43.086192,11496,93.98504372533769,31.23050778751648,23.63083044081102,31.814208959954563,67.46392356743316,38.34408759485733,61.997281203982396,88.46274950762731
