county,sub_county,date,acute_malnutrition_cases,severe_acute_malnutrition_cases,moderate_acute_malnutrition_cases,admission_rate,cure_rate,death_rate,default_rate,non_cured_rate,coverage_rate,population_under_5,nutrition_program_coverage,stunting_rate,wasting_rate,underweight_rate,exclusive_breastfeeding_rate,mmf_complementarity,mdd_diversity,micronutrient_supplementation_rate,water_access_pct,sanitation_access_pct,handwashing_facilities_pct,safe_disposal_sanitation_pct,basic_drinking_water_pct,hygiene_promotion_coverage,community_led_total_sanitation,school_wash_access,month,year,severe_acute_malnutrition_cases_lag_1,moderate_acute_malnutrition_cases_lag_1,admission_rate_lag_1,cure_rate_lag_1,death_rate_lag_1,default_rate_lag_1,non_cured_rate_lag_1,coverage_rate_lag_1,population_under_5_lag_1,nutrition_program_coverage_lag_1,stunting_rate_lag_1,wasting_rate_lag_1,underweight_rate_lag_1,exclusive_breastfeeding_rate_lag_1,mmf_complementarity_lag_1,mdd_diversity_lag_1,micronutrient_supplementation_rate_lag_1,water_access_pct_lag_1,sanitation_access_pct_lag_1,handwashing_facilities_pct_lag_1,safe_disposal_sanitation_pct_lag_1,basic_drinking_water_pct_lag_1,hygiene_promotion_coverage_lag_1,community_led_total_sanitation_lag_1,school_wash_access_lag_1,severe_acute_malnutrition_cases_lag_2,moderate_acute_malnutrition_cases_lag_2,admission_rate_lag_2,cure_rate_lag_2,death_rate_lag_2,default_rate_lag_2,non_cured_rate_lag_2,coverage_rate_lag_2,population_under_5_lag_2,nutrition_program_coverage_lag_2,stunting_rate_lag_2,wasting_rate_lag_2,underweight_rate_lag_2,exclusive_breastfeeding_rate_lag_2,mmf_complementarity_lag_2,mdd_diversity_lag_2,micronutrient_supplementation_rate_lag_2,water_access_pct_lag_2,sanitation_access_pct_lag_2,handwashing_facilities_pct_lag_2,safe_disposal_sanitation_pct_lag_2,basic_drinking_water_pct_lag_2,hygiene_promotion_coverage_lag_2,community_led_total_sanitation_lag_2,school_wash_access_lag_2,severe_acute_malnutrition_cases_lag_3,moderate_acute_malnutrition_cases_lag_3,admission_rate_lag_3,cure_rate_lag_3,death_rate_lag_3,default_rate_lag_3,non_cured_rate_lag_3,coverage_rate_lag_3,population_under_5_lag_3,nutrition_program_coverage_lag_3,stunting_rate_lag_3,wasting_rate_lag_3,underweight_rate_lag_3,exclusive_breastfeeding_rate_lag_3,mmf_complementarity_lag_3,mdd_diversity_lag_3,micronutrient_supplementation_rate_lag_3,water_access_pct_lag_3,sanitation_access_pct_lag_3,handwashing_facilities_pct_lag_3,safe_disposal_sanitation_pct_lag_3,basic_drinking_water_pct_lag_3,hygiene_promotion_coverage_lag_3,community_led_total_sanitation_lag_3,school_wash_access_lag_3,acute_malnutrition_cases_lag_1,acute_malnutrition_cases_lag_2,acute_malnutrition_cases_lag_3
Garissa,Dadaab,2025-06-01 23:22:43.086192,165,38,127,3.018255921623754,73.7224272001137,3.0293534485321514,5.293000449100008,5.0157690221528,80.16893303983142,6853,77.5668169251409,31.8341171988146,7.333792680603899,26.60111525937528,22.44237367861588,58.23172520690105,66.84141526411514,53.90936254994056,87.33614820113215,74.07926466050824,75.92916247948668,74.94559707801525,45.53592239692272,70.73226608206326,27.58040568462724,66.02427773596028,6,2025,41.0,153.0,3.5614071124437685,81.87818325931705,2.321423681243039,7.617933792891018,7.880752433465849,79.43838954827288,11450.0,43.50092560833862,28.465596325083265,11.08069298509748,29.08970747579169,60.92143620173932,32.0564768671817,54.86591873473906,52.071215559998166,60.711585082212125,77.64890928025217,38.03555033948282,55.94549266666717,63.45077915553045,57.59535406653723,68.58141486607593,35.903611454472006,54.0,170.0,4.881248135578092,89.16051396473445,3.9642105415918674,5.72608902117877,5.604657347269856,68.51898085470194,10634.0,56.01981659495261,23.329088607124028,14.436944725922778,33.827879025469,21.524445726868244,54.2350405363033,84.00224254807287,85.29148816038392,70.32491149529501,75.79716649451049,34.176110331243066,86.02943676361093,80.25215726705824,67.44855107183528,55.46775679480511,68.510244522591,40.0,204.0,2.6776540373261035,93.8840384913591,2.7335575239890293,6.08389196446872,4.7215386105390085,58.96111239773906,5080.0,87.60831976579075,18.910215123472472,11.558147732858696,32.75569479440432,63.188717022554776,26.73824297538286,49.08029058489578,51.70575119940784,93.85346965443536,57.34214085566556,51.83848579114535,47.732156103763394,62.1760606265491,58.64332922120996,46.23787081846262,66.16257665332039,195.0,224.0,245.0
Garissa,Dadaab,2025-07-01 23:22:43.086192,147,21,125,4.248936935179827,82.97191063432268,1.1644956604621235,2.693963944237769,7.858199881934216,75.98297691335972,4271,39.74058713806897,24.420934555213684,16.087088584064134,15.972579219128324,28.105072202528262,42.86534621493176,43.57030199817813,57.535826038329056,56.88457716825157,69.47404394287187,68.66181556790868,46.57482014422023,56.81258977548758,30.72635555597605,24.495030255463668,61.051635342952494,7,2025,38.0,127.0,3.018255921623754,73.7224272001137,3.0293534485321514,5.293000449100008,5.0157690221528,80.16893303983142,6853.0,77.5668169251409,31.8341171988146,7.333792680603899,26.60111525937528,22.44237367861588,58.23172520690105,66.84141526411514,53.90936254994056,87.33614820113215,74.07926466050824,75.92916247948668,74.94559707801525,45.53592239692272,70.73226608206326,27.58040568462724,66.02427773596028,41.0,153.0,3.5614071124437685,81.87818325931705,2.321423681243039,7.617933792891018,7.880752433465849,79.43838954827288,11450.0,43.50092560833862,28.465596325083265,11.08069298509748,29.08970747579169,60.92143620173932,32.0564768671817,54.86591873473906,52.071215559998166,60.711585082212125,77.64890928025217,38.03555033948282,55.94549266666717,63.45077915553045,57.59535406653723,68.58141486607593,35.903611454472006,54.0,170.0,4.881248135578092,89.16051396473445,3.9642105415918674,5.72608902117877,5.604657347269856,68.51898085470194,10634.0,56.01981659495261,23.329088607124028,14.436944725922778,33.827879025469,21.524445726868244,54.2350405363033,84.00224254807287,85.29148816038392,70.32491149529501,75.79716649451049,34.176110331243066,86.02943676361093,80.25215726705824,67.44855107183528,55.46775679480511,68.510244522591,165.0,195.0,224.0
Garissa,Dadaab,2025-08-01 23:22:43.086192,134,18,115,3.601177371809082,70.89934389332556,3.921600644467468,2.062620718051826,5.783819624898739,53.387580967815545,12820,77.19279606222312,16.147725008293794,9.429915577484008,25.10059971933592,50.64722020872799,43.16743984534129,83.29713346420883,68.75155189636985,54.22792530618818,92.1194196749909,41.81147755460941,78.38815980363674,93.55278981835713,34.599030813163594,25.24848870044732,82.23856786369342,8,2025,21.0,125.0,4.248936935179827,82.97191063432268,1.1644956604621235,2.693963944237769,7.858199881934216,75.98297691335972,4271.0,39.74058713806897,24.420934555213684,16.087088584064134,15.972579219128324,28.105072202528262,42.86534621493176,43.57030199817813,57.535826038329056,56.88457716825157,69.47404394287187,68.66181556790868,46.57482014422023,56.81258977548758,30.72635555597605,24.495030255463668,61.051635342952494,38.0,127.0,3.018255921623754,73.7224272001137,3.0293534485321514,5.293000449100008,5.0157690221528,80.16893303983142,6853.0,77.5668169251409,31.8341171988146,7.333792680603899,26.60111525937528,22.44237367861588,58.23172520690105,66.84141526411514,53.90936254994056,87.33614820113215,74.07926466050824,75.92916247948668,74.94559707801525,45.53592239692272,70.73226608206326,27.58040568462724,66.02427773596028,41.0,153.0,3.5614071124437685,81.87818325931705,2.321423681243039,7.617933792891018,7.880752433465849,79.43838954827288,11450.0,43.50092560833862,28.465596325083265,11.08069298509748,29.08970747579169,60.92143620173932,32.0564768671817,54.86591873473906,52.071215559998166,60.711585082212125,77.64890928025217,38.03555033948282,55.94549266666717,63.45077915553045,57.59535406653723,68.58141486607593,35.903611454472006,147.0,165.0,195.0
Garissa,Dadaab,2025-09-01 23:22:43.086192,123,22,100,0.9562652413246258,87.67195986207237,4.482012424920238,7.359912878265689,3.335721354092448,63.7594756929058,9465,31.826282881653132,34.25169631795871,22.506690354727372,30.542491655877285,30.25704394854197,67.63261608673751,45.93693835461588,68.36255863405384,82.85616583741555,72.36168589460243,56.21804303144512,68.14425766945894,65.98546012061925,20.15652785156129,37.66119574139347,71.23030577230276,9,2025,18.0,115.0,3.601177371809082,70.89934389332556,3.921600644467468,2.062620718051826,5.783819624898739,53.387580967815545,12820.0,77.19279606222312,16.147725008293794,9.429915577484008,25.10059971933592,50.64722020872799,43.16743984534129,83.29713346420883,68.75155189636985,54.22792530618818,92.1194196749909,41.81147755460941,78.38815980363674,93.55278981835713,34.599030813163594,25.24848870044732,82.23856786369342,21.0,125.0,4.248936935179827,82.97191063432268,1.1644956604621235,2.693963944237769,7.858199881934216,75.98297691335972,4271.0,39.74058713806897,24.420934555213684,16.087088584064134,15.972579219128324,28.105072202528262,42.86534621493176,43.57030199817813,57.535826038329056,56.88457716825157,69.47404394287187,68.66181556790868,46.57482014422023,56.81258977548758,30.72635555597605,24.495030255463668,61.051635342952494,38.0,127.0,3.018255921623754,73.7224272001137,3.0293534485321514,5.293000449100008,5.0157690221528,80.16893303983142,6853.0,77.5668169251409,31.8341171988146,7.333792680603899,26.60111525937528,22.44237367861588,58.23172520690105,66.84141526411514,53.90936254994056,87.33614820113215,74.07926466050824,75.92916247948668,74.94559707801525,45.53592239692272,70.73226608206326,27.58040568462724,66.02427773596028,134.0,147.0,165.0
Garissa,Dadaab,2025-10-01 23:22:43.086192,123,29,94,1.0839587541671207,87.6839621696985,4.677820537786631,2.13107989097845,3.525167240470659,68.26006323931095,3315,70.7892110537492,36.92563130820167,10.284255555256882,25.883919186187853,25.088636330869832,39.24783989285155,74.67872203721193,47.52630936917395,67.22302355670698,47.16642379426608,71.10694892352873,52.75992118515828,90.93782929354184,55.73768414347459,62.37555149980241,59.29927766300172,10,2025,22.0,100.0,0.9562652413246258,87.67195986207237,4.482012424920238,7.359912878265689,3.335721354092448,63.7594756929058,9465.0,31.826282881653132,34.25169631795871,22.506690354727372,30.542491655877285,30.25704394854197,67.63261608673751,45.93693835461588,68.36255863405384,82.85616583741555,72.36168589460243,56.21804303144512,68.14425766945894,65.98546012061925,20.15652785156129,37.66119574139347,71.23030577230276,18.0,115.0,3.601177371809082,70.89934389332556,3.921600644467468,2.062620718051826,5.783819624898739,53.387580967815545,12820.0,77.19279606222312,16.147725008293794,9.429915577484008,25.10059971933592,50.64722020872799,43.16743984534129,83.29713346420883,68.75155189636985,54.22792530618818,92.1194196749909,41.81147755460941,78.38815980363674,93.55278981835713,34.599030813163594,25.24848870044732,82.23856786369342,21.0,125.0,4.248936935179827,82.97191063432268,1.1644956604621235,2.693963944237769,7.858199881934216,75.98297691335972,4271.0,39.74058713806897,24.420934555213684,16.087088584064134,15.972579219128324,28.105072202528262,42.86534621493176,43.57030199817813,57.535826038329056,56.88457716825157,69.47404394287187,68.66181556790868,46.57482014422023,56.81258977548758,30.72635555597605,24.495030255463668,61.051635342952494,123.0,134.0,147.0
Garissa,Dadaab,2025-11-01 23:22:43.086192,125,21,104,4.860802142629212,80.3532079354322,1.5478873065720338,3.123900705825374,2.06694990456403,71.71711048481379,10677,85.46923896963388,35.06060251284066,22.660036334118104,14.356694464186514,24.55439247254828,61.73714759454577,64.66299624924932,61.613619503326646,89.73902894088152,45.707602301740096,56.57295132882992,76.35491264067505,55.71206625454944,74.78907011069617,69.8560586335025,44.07360241331647,11,2025,29.0,94.0,1.0839587541671207,87.6839621696985,4.677820537786631,2.13107989097845,3.525167240470659,68.26006323931095,3315.0,70.7892110537492,36.92563130820167,10.284255555256882,25.883919186187853,25.088636330869832,39.24783989285155,74.67872203721193,47.52630936917395,67.22302355670698,47.16642379426608,71.10694892352873,52.75992118515828,90.93782929354184,55.73768414347459,62.37555149980241,59.29927766300172,22.0,100.0,0.9562652413246258,87.67195986207237,4.482012424920238,7.359912878265689,3.335721354092448,63.7594756929058,9465.0,31.826282881653132,34.25169631795871,22.506690354727372,30.542491655877285,30.25704394854197,67.63261608673751,45.93693835461588,68.36255863405384,82.85616583741555,72.36168589460243,56.21804303144512,68.14425766945894,65.98546012061925,20.15652785156129,37.66119574139347,71.23030577230276,18.0,115.0,3.601177371809082,70.89934389332556,3.921600644467468,2.062620718051826,5.783819624898739,53.387580967815545,12820.0,77.19279606222312,16.147725008293794,9.429915577484008,25.10059971933592,50.64722020872799,43.16743984534129,83.29713346420883,68.75155189636985,54.22792530618818,92.1194196749909,41.81147755460941,78.38815980363674,93.55278981835713,34.599030813163594,25.24848870044732,82.23856786369342,123.0,123.0,134.0
Garissa,Dadaab,2025-12-01 23:22:43.086192,227,56,171,2.269709561487472,75.71435395996211,4.872706049329219,3.179935254382356,7.969868342685634,84.23724816155297,9306,51.62448801544191,21.410887052242423,6.841264106940321,16.42518140511229,47.68315179011911,75.71824006165875,72.04378136929002,89.73691041729899,62.42527382726007,48.9816761328275,48.87495794100411,50.65771542151451,83.44028220597994,38.29594291804656,34.99620388788676,46.83124522387197,12,2025,21.0,104.0,4.860802142629212,80.3532079354322,1.5478873065720338,3.123900705825374,2.06694990456403,71.71711048481379,10677.0,85.46923896963388,35.06060251284066,22.660036334118104,14.356694464186514,24.55439247254828,61.73714759454577,64.66299624924932,61.613619503326646,89.73902894088152,45.707602301740096,56.57295132882992,76.35491264067505,55.71206625454944,74.78907011069617,69.8560586335025,44.07360241331647,29.0,94.0,1.0839587541671207,87.6839621696985,4.677820537786631,2.13107989097845,3.525167240470659,68.26006323931095,3315.0,70.7892110537492,36.92563130820167,10.284255555256882,25.883919186187853,25.088636330869832,39.24783989285155,74.67872203721193,47.52630936917395,67.22302355670698,47.16642379426608,71.10694892352873,52.75992118515828,90.93782929354184,55.73768414347459,62.37555149980241,59.29927766300172,22.0,100.0,0.9562652413246258,87.67195986207237,4.482012424920238,7.359912878265689,3.335721354092448,63.7594756929058,9465.0,31.826282881653132,34.25169631795871,22.506690354727372,30.542491655877285,30.25704394854197,67.63261608673751,45.93693835461588,68.36255863405384,82.85616583741555,72.36168589460243,56.21804303144512,68.14425766945894,65.98546012061925,20.15652785156129,37.66119574139347,71.23030577230276,125.0,123.0,123.0
Garissa,Dadaab,2026-01-01 23:22:43.086192,228,45,183,3.625299456281875,83.19483862136889,3.403288328138333,7.932450502898397,1.8344051904245855,74.19893439224599,2979,93.8256523039249,38.60867358452232,20.110199004541187,12.721976492658817,57.4424073705318,35.41230308150933,59.44629482936095,45.72727627876872,40.67397314291268,73.88716677043917,65.83238274603013,61.39958462665065,89.41842645591808,66.50062078881797,65.30696752204182,78.2842789089523,1,2026,56.0,171.0,2.269709561487472,75.71435395996211,4.872706049329219,3.179935254382356,7.969868342685634,84.23724816155297,9306.0,51.62448801544191,21.410887052242423,6.841264106940321,16.42518140511229,47.68315179011911,75.71824006165875,72.04378136929002,89.73691041729899,62.42527382726007,48.9816761328275,48.87495794100411,50.65771542151451,83.44028220597994,38.29594291804656,34.99620388788676,46.83124522387197,21.0,104.0,4.860802142629212,80.3532079354322,1.5478873065720338,3.123900705825374,2.06694990456403,71.71711048481379,10677.0,85.46923896963388,35.06060251284066,22.660036334118104,14.356694464186514,24.55439247254828,61.73714759454577,64.66299624924932,61.613619503326646,89.73902894088152,45.707602301740096,56.57295132882992,76.35491264067505,55.71206625454944,74.78907011069617,69.8560586335025,44.07360241331647,29.0,94.0,1.0839587541671207,87.6839621696985,4.677820537786631,2.13107989097845,3.525167240470659,68.26006323931095,3315.0,70.7892110537492,36.92563130820167,10.284255555256882,25.883919186187853,25.088636330869832,39.24783989285155,74.67872203721193,47.52630936917395,67.22302355670698,47.16642379426608,71.10694892352873,52.75992118515828,90.93782929354184,55.73768414347459,62.37555149980241,59.29927766300172,227.0,125.0,123.0
Garissa,Dadaab,2026-02-01 23:22:43.086192,223,44,179,3.144486756720427,72.50563091307747,2.55450649236342,5.092516924845316,3.300892369532158,55.18032355938055,10760,83.00702985629374,22.777540100302826,11.528563544125255,12.059482091767986,23.18324373119635,37.38785961986496,36.37452744778688,45.24836384902926,73.27069401488662,72.11245986398418,47.02638633795249,36.682371776088345,66.88552126561169,27.238565289978656,23.690456586658605,45.50096401603046,2,2026,45.0,183.0,3.625299456281875,83.19483862136889,3.403288328138333,7.932450502898397,1.8344051904245855,74.19893439224599,2979.0,93.8256523039249,38.60867358452232,20.110199004541187,12.721976492658817,57.4424073705318,35.41230308150933,59.44629482936095,45.72727627876872,40.67397314291268,73.88716677043917,65.83238274603013,61.39958462665065,89.41842645591808,66.50062078881797,65.30696752204182,78.2842789089523,56.0,171.0,2.269709561487472,75.71435395996211,4.872706049329219,3.179935254382356,7.969868342685634,84.23724816155297,9306.0,51.62448801544191,21.410887052242423,6.841264106940321,16.42518140511229,47.68315179011911,75.71824006165875,72.04378136929002,89.73691041729899,62.42527382726007,48.9816761328275,48.87495794100411,50.65771542151451,83.44028220597994,38.29594291804656,34.99620388788676,46.83124522387197,21.0,104.0,4.860802142629212,80.3532079354322,1.5478873065720338,3.123900705825374,2.06694990456403,71.71711048481379,10677.0,85.46923896963388,35.06060251284066,22.660036334118104,14.356694464186514,24.55439247254828,61.73714759454577,64.66299624924932,61.613619503326646,89.73902894088152,45.707602301740096,56.57295132882992,76.35491264067505,55.71206625454944,74.78907011069617,69.8560586335025,44.07360241331647,228.0,227.0,125.0
Nairobi,Dagoretti,2025-06-01 23:22:43.086192,249,30,219,4.5686836788562175,82.15870494876691,2.9905732914620717,2.071951974344452,1.625014646669409,43.20132555841767,14413,55.323954485421226,34.232052803391014,9.740673838705488,27.466326738424872,33.54487904559825,55.38458595162439,64.32389236378347,86.89905093195193,67.3544106942305,49.66913348005372,65.15957459869519,71.36142039130064,53.68013617401161,33.508781471441864,38.3427910171025,34.15877667702739,6,2025,38.0,222.0,1.8672645872227265,80.92904014683377,1.129434364372912,6.402056800734474,2.440793067287814,53.11827737774413,13141.0,75.0766962012135,39.137162960515326,23.74025980009428,33.12079296773461,25.070213409672697,77.66590525306437,79.13367929890202,85.50084345828051,75.39157007206936,36.34633844430345,29.94250738841956,69.28810193084956,78.21841933277886,57.51750026060592,11.443181396653973,58.82104569470792,52.0,241.0,2.0765203166509374,84.75959289421056,4.578412679239605,2.650902056150517,7.352110284302684,68.43065627708404,14056.0,90.59454667096362,35.23878476271935,24.86814213838421,27.93744145920539,21.0636578985095,55.930697551433575,72.72506976781297,67.01869643947522,51.97842283505875,89.12478073521757,64.18841669326935,73.10433113635509,73.20817917596068,59.79227861762757,17.729984966122856,61.254710515446064,88.0,322.0,2.48004070263384,70.91364769592813,2.32385057797117,9.93605618741022,2.19961537571911,74.8973127581092,2764.0,90.8007526063446,26.697739572690597,17.408933121775732,15.331381046325191,63.4736117529744,37.37795321998647,45.00003680328629,84.4250033280957,61.51698133170082,46.28144714236963,52.721729238165054,30.968134042305064,73.99208949234003,76.21084848371177,37.2848447745415,54.94853948061161,261.0,293.0,411.0
Nairobi,Dagoretti,2025-07-01 23:22:43.086192,211,24,187,4.729078289919662,80.1242902040311,3.773745193902354,6.2121705304547605,5.075631845439393,53.69062487711791,5443,61.806722439088446,36.17624747137812,11.255309254854795,16.852813306987773,34.28003186089441,31.48491296626946,35.65115589638736,69.21695590341747,78.44420632436257,59.58193196662754,29.814661074584208,83.10416924956688,89.3158077838398,49.44300978041341,10.342040804507382,57.69360650334296,7,2025,30.0,219.0,4.5686836788562175,82.15870494876691,2.9905732914620717,2.071951974344452,1.625014646669409,43.20132555841767,14413.0,55.323954485421226,34.232052803391014,9.740673838705488,27.466326738424872,33.54487904559825,55.38458595162439,64.32389236378347,86.89905093195193,67.3544106942305,49.66913348005372,65.15957459869519,71.36142039130064,53.68013617401161,33.508781471441864,38.3427910171025,34.15877667702739,38.0,222.0,1.8672645872227265,80.92904014683377,1.129434364372912,6.402056800734474,2.440793067287814,53.11827737774413,13141.0,75.0766962012135,39.137162960515326,23.74025980009428,33.12079296773461,25.070213409672697,77.66590525306437,79.13367929890202,85.50084345828051,75.39157007206936,36.34633844430345,29.94250738841956,69.28810193084956,78.21841933277886,57.51750026060592,11.443181396653973,58.82104569470792,52.0,241.0,2.0765203166509374,84.75959289421056,4.578412679239605,2.650902056150517,7.352110284302684,68.43065627708404,14056.0,90.59454667096362,35.23878476271935,24.86814213838421,27.93744145920539,21.0636578985095,55.930697551433575,72.72506976781297,67.01869643947522,51.97842283505875,89.12478073521757,64.18841669326935,73.10433113635509,73.20817917596068,59.79227861762757,17.729984966122856,61.254710515446064,249.0,261.0,293.0
Nairobi,Dagoretti,2025-08-01 23:22:43.086192,190,23,167,2.422797136921973,81.34707069088557,4.443840069655934,4.438844275984605,2.0910326410087188,45.025688516689925,2485,50.78673168325795,20.872435205634662,18.31466809926038,17.241199658426794,50.65837250389605,43.73658393082167,63.42828774083851,75.09451744272164,92.14472660748532,70.3709967487265,25.72625418188979,74.64501728957308,95.24836169396067,38.255656985619936,60.24728547526327,58.39785644036049,8,2025,24.0,187.0,4.729078289919662,80.1242902040311,3.773745193902354,6.2121705304547605,5.075631845439393,53.69062487711791,5443.0,61.806722439088446,36.17624747137812,11.255309254854795,16.852813306987773,34.28003186089441,31.48491296626946,35.65115589638736,69.21695590341747,78.44420632436257,59.58193196662754,29.814661074584208,83.10416924956688,89.3158077838398,49.44300978041341,10.342040804507382,57.69360650334296,30.0,219.0,4.5686836788562175,82.15870494876691,2.9905732914620717,2.071951974344452,1.625014646669409,43.20132555841767,14413.0,55.323954485421226,34.232052803391014,9.740673838705488,27.466326738424872,33.54487904559825,55.38458595162439,64.32389236378347,86.89905093195193,67.3544106942305,49.66913348005372,65.15957459869519,71.36142039130064,53.68013617401161,33.508781471441864,38.3427910171025,34.15877667702739,38.0,222.0,1.8672645872227265,80.92904014683377,1.129434364372912,6.402056800734474,2.440793067287814,53.11827737774413,13141.0,75.0766962012135,39.137162960515326,23.74025980009428,33.12079296773461,25.070213409672697,77.66590525306437,79.13367929890202,85.50084345828051,75.39157007206936,36.34633844430345,29.94250738841956,69.28810193084956,78.21841933277886,57.51750026060592,11.443181396653973,58.82104569470792,211.0,249.0,261.0
Nairobi,Dagoretti,2025-09-01 23:22:43.086192,184,24,159,1.6411892050940111,81.19164213355961,2.226360758603748,4.442521874098745,7.31693162042038,45.07008751915068,11178,68.80147284709301,19.925773270217658,15.662231462326195,23.10529821744776,23.24025268212508,35.86878052531084,68.07140044892492,59.0144151766575,83.20056784048529,83.56151748048472,50.2512975288153,72.12783474440474,48.01578465476704,59.30238520733391,68.81402387486317,58.72707859313171,9,2025,23.0,167.0,2.422797136921973,81.34707069088557,4.443840069655934,4.438844275984605,2.0910326410087188,45.025688516689925,2485.0,50.78673168325795,20.872435205634662,18.31466809926038,17.241199658426794,50.65837250389605,43.73658393082167,63.42828774083851,75.09451744272164,92.14472660748532,70.3709967487265,25.72625418188979,74.64501728957308,95.24836169396067,38.255656985619936,60.24728547526327,58.39785644036049,24.0,187.0,4.729078289919662,80.1242902040311,3.773745193902354,6.2121705304547605,5.075631845439393,53.69062487711791,5443.0,61.806722439088446,36.17624747137812,11.255309254854795,16.852813306987773,34.28003186089441,31.48491296626946,35.65115589638736,69.21695590341747,78.44420632436257,59.58193196662754,29.814661074584208,83.10416924956688,89.3158077838398,49.44300978041341,10.342040804507382,57.69360650334296,30.0,219.0,4.5686836788562175,82.15870494876691,2.9905732914620717,2.071951974344452,1.625014646669409,43.20132555841767,14413.0,55.323954485421226,34.232052803391014,9.740673838705488,27.466326738424872,33.54487904559825,55.38458595162439,64.32389236378347,86.89905093195193,67.3544106942305,49.66913348005372,65.15957459869519,71.36142039130064,53.68013617401161,33.508781471441864,38.3427910171025,34.15877667702739,190.0,211.0,249.0
Nairobi,Dagoretti,2025-10-01 23:22:43.086192,185,44,141,1.2865566720409982,88.20019013177578,4.29413898318903,3.9341394698632897,7.278448961440968,42.80901196187754,4588,62.599257657444326,44.89392183383989,7.71718945643139,33.42267953805688,27.16681673036808,53.46121161434319,35.795689979831096,41.61004395913155,62.17650260559464,40.76943749308009,60.538663497834,76.13377301807911,93.50946170605587,64.21074724842995,65.31776501551735,84.5957082225663,10,2025,24.0,159.0,1.6411892050940111,81.19164213355961,2.226360758603748,4.442521874098745,7.31693162042038,45.07008751915068,11178.0,68.80147284709301,19.925773270217658,15.662231462326195,23.10529821744776,23.24025268212508,35.86878052531084,68.07140044892492,59.0144151766575,83.20056784048529,83.56151748048472,50.2512975288153,72.12783474440474,48.01578465476704,59.30238520733391,68.81402387486317,58.72707859313171,23.0,167.0,2.422797136921973,81.34707069088557,4.443840069655934,4.438844275984605,2.0910326410087188,45.025688516689925,2485.0,50.78673168325795,20.872435205634662,18.31466809926038,17.241199658426794,50.65837250389605,43.73658393082167,63.42828774083851,75.09451744272164,92.14472660748532,70.3709967487265,25.72625418188979,74.64501728957308,95.24836169396067,38.255656985619936,60.24728547526327,58.39785644036049,24.0,187.0,4.729078289919662,80.1242902040311,3.773745193902354,6.2121705304547605,5.075631845439393,53.69062487711791,5443.0,61.806722439088446,36.17624747137812,11.255309254854795,16.852813306987773,34.28003186089441,31.48491296626946,35.65115589638736,69.21695590341747,78.44420632436257,59.58193196662754,29.814661074584208,83.10416924956688,89.3158077838398,49.44300978041341,10.342040804507382,57.69360650334296,184.0,190.0,211.0
Nairobi,Dagoretti,2025-11-01 23:22:43.086192,232,24,207,1.191976892302161,94.84407371042394,1.6820339861085256,7.97786363045239,6.852736309307333,79.23974183880887,7314,30.583894329530025,44.79153325001992,10.313769878372073,25.868159700293493,29.822783696470843,61.15734831492068,45.84519309060365,55.936681098795255,85.73021564085926,64.31463794505109,44.68819444826743,64.81227658140098,86.0596140742411,58.64483926974343,50.55082292410847,63.5839828906098,11,2025,44.0,141.0,1.2865566720409982,88.20019013177578,4.29413898318903,3.9341394698632897,7.278448961440968,42.80901196187754,4588.0,62.599257657444326,44.89392183383989,7.71718945643139,33.42267953805688,27.16681673036808,53.46121161434319,35.795689979831096,41.61004395913155,62.17650260559464,40.76943749308009,60.538663497834,76.13377301807911,93.50946170605587,64.21074724842995,65.31776501551735,84.5957082225663,24.0,159.0,1.6411892050940111,81.19164213355961,2.226360758603748,4.442521874098745,7.31693162042038,45.07008751915068,11178.0,68.80147284709301,19.925773270217658,15.662231462326195,23.10529821744776,23.24025268212508,35.86878052531084,68.07140044892492,59.0144151766575,83.20056784048529,83.56151748048472,50.2512975288153,72.12783474440474,48.01578465476704,59.30238520733391,68.81402387486317,58.72707859313171,23.0,167.0,2.422797136921973,81.34707069088557,4.443840069655934,4.438844275984605,2.0910326410087188,45.025688516689925,2485.0,50.78673168325795,20.872435205634662,18.31466809926038,17.241199658426794,50.65837250389605,43.73658393082167,63.42828774083851,75.09451744272164,92.14472660748532,70.3709967487265,25.72625418188979,74.64501728957308,95.24836169396067,38.255656985619936,60.24728547526327,58.39785644036049,185.0,184.0,190.0
