county,sub_county,date,acute_malnutrition_cases,severe_acute_malnutrition_cases,moderate_acute_malnutrition_cases,admission_rate,cure_rate,death_rate,default_rate,non_cured_rate,coverage_rate
Nairobi,Dagoretti,2026-02-01 23:18:21.952240,187,24,163,3.3403523282671723,82.60260654019783,1.3524529423659404,3.3511400101035056,5.705541138354522,76.31059154804468
Nairobi,Kamukunji,2024-03-01 23:18:21.952240,291,39,251,3.9555261982651304,94.99118462279756,2.2857488438193476,3.0461540753085092,4.2837268146839484,68.29544591710777
Nairobi,Kamukunji,2024-04-01 23:18:21.952240,322,61,260,1.9881280749965717,77.39046430237659,4.0374870637563385,3.9537744255744443,4.998385024065312,66.71708848838418
Nairobi,Kamukunji,2024-05-01 23:18:21.952240,259,64,194,1.08829197574333,85.84115499333012,2.189948824791226,9.638402813757665,4.592097881194814,69.45488817378788
Nairobi,Kamukunji,2024-06-01 23:18:21.952240,213,22,190,2.003939431283922,71.26112914253771,1.234435857932644,4.262735975086785,6.831390343609306,55.29317435308192
Nairobi,Kamukunji,2024-07-01 23:18:21.952240,201,30,171,1.9479382527285387,90.46660577090536,3.499282086756477,9.15822642895422,4.0269597931549495,53.39234437154725
Nairobi,Kamukunji,2024-08-01 23:18:21.952240,197,30,167,4.18244558072278,73.80637241050856,4.054806133480525,4.939228562412414,2.8534772152237293,81.14479889904281
Nairobi,Kamukunji,2024-09-01 23:18:21.952240,171,42,128,1.115129007421357,77.02773112598456,4.9126030781979235,3.276423454655429,3.5174962229909386,70.07242006125759
Nairobi,Kamukunji,2024-10-01 23:18:21.952240,157,33,123,1.4245547032903334,83.60466136520368,4.790603717334873,8.649587078950226,5.607972008209698,59.34828916706148
Nairobi,Kamukunji,2024-11-01 23:18:21.952240,164,37,127,4.711830143608627,94.04055464575153,2.571724271341536,8.711691830739772,5.165644069476714,60.26031958775759
Nairobi,Kamukunji,2024-12-01 23:18:21.952240,208,38,169,2.9638109654426024,83.17358785869277,3.4557583521172632,5.764285470812304,6.754035403383771,41.19074915454366
Nairobi,Kamukunji,2025-01-01 23:18:21.952240,283,31,251,3.2393723167554307,74.05844634577485,3.2080474122296008,6.602650877304396,3.960221853104575,61.98872297194723
Nairobi,Kamukunji,2025-02-01 23:18:21.952240,261,61,200,3.113734912427936,86.86966436658948,4.159914238949281,3.5517417350319684,7.054519984710782,64.95729742397103
Nairobi,Kamukunji,2025-03-01 23:18:21.952240,325,79,245,2.834574150821112,76.52787872460655,4.610251077913091,8.696079121789486,5.204952595448826,68.14252961098452
Nairobi,Kamukunji,2025-04-01 23:18:21.952240,348,80,267,4.052625654705167,79.04359243242529,2.289613785850473,4.5269678458289,1.1958334263515664,57.67129693480848
Nairobi,Kamukunji,2025-05-01 23:18:21.952240,263,64,198,0.9098434178500705,82.58840020775989,3.6701623534536436,8.686320007506545,4.9102375857620615,66.74916889123352
Nairobi,Kamukunji,2025-06-01 23:18:21.952240,269,39,229,4.501372771972294,85.81182303200026,2.656064070286183,8.925697887184398,4.09715452063722,59.87379935494834
Nairobi,Kamukunji,2025-07-01 23:18:21.952240,251,53,197,0.9325680807381962,79.25153996865455,1.5833052938308496,3.120424127372483,2.2382660695750882,65.98330582622123
Nairobi,Kamukunji,2025-08-01 23:18:21.952240,187,24,163,4.06450299269288,76.09631653287771,2.947993596138019,2.873261114637673,5.503209379988586,42.9623419059065
Nairobi,Kamukunji,2025-09-01 23:18:21.952240,207,34,172,3.1961251759241387,88.25518789606133,3.304364584984091,7.0728160086047405,6.976644242482879,81.70835274540494
Nairobi,Kamukunji,2025-10-01 23:18:21.952240,188,31,157,1.1360951024445383,92.8906795057807,2.0999624876987117,6.488520786146013,6.333333362508855,47.706784724958915
Nairobi,Kamukunji,2025-11-01 23:18:21.952240,210,26,183,0.9804964934374051,79.82743659834048,3.4539064813323193,5.282431691567174,4.682444408669242,45.767287115098135
Nairobi,Kamukunji,2025-12-01 23:18:21.952240,230,41,188,4.159095186716361,76.67248933580538,1.8257400228729517,2.8875719999469522,5.6808691478938425,55.881106604964884
Nairobi,Kamukunji,2026-01-01 23:18:21.952240,284,68,216,4.191359654719584,87.50268119605686,3.3786540128242164,2.917806525053159,7.52359766761401,75.89720092500168
Nairobi,Kamukunji,2026-02-01 23:18:21.952240,369,91,278,0.9185793725081983,76.04455893134913,2.636804414800103,6.260426768483626,3.494564460919925,49.924944219521166
Nairobi,Embakasi,2024-03-01 23:18:21.952240,320,48,272,2.674671650827195,86.63182701886645,4.60709291487577,2.9700415146357138,1.6684530297292417,72.44960116554333
Nairobi,Embakasi,2024-04-01 23:18:21.952240,358,44,313,2.798645034643101,79.37273217916615,2.9362282094854337,8.120550801862798,4.822629610723749,72.07979730956951
Nairobi,Embakasi,2024-05-01 23:18:21.952240,307,70,236,4.488029448125184,72.79538410567005,2.845743679774243,3.280068369299398,2.2535995488027054,48.43513413364439
Nairobi,Embakasi,2024-06-01 23:18:21.952240,260,42,217,3.458787903710177,78.3845438413056,4.302429244992423,3.0974549691206574,7.397040996632437,53.392336330540225
Nairobi,Embakasi,2024-07-01 23:18:21.952240,180,23,156,0.8565116634716039,72.2111111276122,1.655444681064517,3.007102230406524,5.119481147004372,48.95634332726378
Nairobi,Embakasi,2024-08-01 23:18:21.952240,169,38,130,1.8977475192851276,82.90879791003007,3.7485255051723954,5.462732853691842,3.9801715593706586,50.41154844278414
Nairobi,Embakasi,2024-09-01 23:18:21.952240,211,40,170,0.8610163119468002,79.66082412749853,4.294883694236772,7.246939743531631,2.8815142840135595,80.6144611355727
Nairobi,Embakasi,2024-10-01 23:18:21.952240,156,36,119,4.50635881189354,83.48282362953877,2.3509870572726017,9.645274581167282,6.52634223608197,62.69065698156122
Nairobi,Embakasi,2024-11-01 23:18:21.952240,222,24,198,3.930431551653064,92.27287626072405,1.499339121383147,9.054964113859123,4.828626704264188,77.2020054622613
Nairobi,Embakasi,2024-12-01 23:18:21.952240,277,55,222,3.7720873398234573,77.2933103900015,3.186971485531667,4.753458912078571,5.384650100147735,59.13154217536922
Nairobi,Embakasi,2025-01-01 23:18:21.952240,340,61,278,1.1569483919119774,88.05376330464878,3.6015003159184715,3.9020275588492437,2.593674097815964,78.1138273942505
Nairobi,Embakasi,2025-02-01 23:18:21.952240,337,58,279,3.3559665677598196,71.17187149978125,1.124891459088332,3.1274421996487076,3.4119263050524453,53.00036437392087
Nairobi,Embakasi,2025-03-01 23:18:21.952240,349,80,268,1.9370587416236908,81.61941563748178,4.2743739375772325,6.250923982005825,1.485897168339239,57.277312752249486
Nairobi,Embakasi,2025-04-01 23:18:21.952240,325,74,251,4.052498727263818,81.43744940700067,2.110330112070431,3.913016183813948,4.598984240897403,40.21855954369469
Nairobi,Embakasi,2025-05-01 23:18:21.952240,304,63,240,2.7947352152352103,82.59590149085037,3.3570233553662163,6.579725177899397,5.9659728133368475,61.03692063432952
Nairobi,Embakasi,2025-06-01 23:18:21.952240,286,48,238,2.13515073830572,86.7663562964943,4.256708671465708,5.367392062742626,3.2950215734330977,56.27228399196808
Nairobi,Embakasi,2025-07-01 23:18:21.952240,230,51,178,1.592173122796808,78.13437401150826,2.9374334759624996,2.1866355028061193,2.3710040886125787,61.072047322450416
Nairobi,Embakasi,2025-08-01 23:18:21.952240,226,48,177,1.5714306924064945,77.33974308281064,4.217795950560873,4.5711961064355755,3.0387916677562417,76.62341651832871
Nairobi,Embakasi,2025-09-01 23:18:21.952240,223,43,180,1.3154206478000858,88.12155569848125,3.974093575672576,3.732027343385245,6.594315205515124,47.42948276641348
Nairobi,Embakasi,2025-10-01 23:18:21.952240,200,43,157,1.3406722292044593,73.32883577477298,1.059709168232895,7.744003739824021,5.829019286043236,77.08231385826511
Nairobi,Embakasi,2025-11-01 23:18:21.952240,248,37,211,2.5494438326077935,70.09633256961375,1.7012616983231652,9.81878996150156,6.318469236501341,55.132978068599485
Nairobi,Embakasi,2025-12-01 23:18:21.952240,271,31,240,1.3590251284118762,76.23100501238201,3.940162199639414,4.059325773940959,2.750474350345449,40.7562467996223
Nairobi,Embakasi,2026-01-01 23:18:21.952240,334,42,292,2.271391003010681,78.34889363637461,4.218323183248821,4.395183913189502,2.666635440476456,64.04289502162557
Nairobi,Embakasi,2026-02-01 23:18:21.952240,375,74,301,1.2282777520170296,86.27764893541061,2.6954945236776524,2.5060695335100753,4.889289028000944,78.58626702846894
Nairobi,Kibra,2024-03-01 23:18:21.952240,168,28,139,1.053923466379043,83.69291035145658,2.3577237024213034,7.657136688582233,2.2716636941678643,52.04626605221626
Nairobi,Kibra,2024-04-01 23:18:21.952240,180,41,138,1.540226430772033,89.21730647003437,3.7600132596459117,5.186255819324726,2.6324064701358716,55.02273222172799
Nairobi,Kibra,2024-05-01 23:18:21.952240,160,22,138,0.9143333171091315,70.65920766362167,4.976395960135239,5.069059016872632,2.1150430241467633,54.98779512385846
Nairobi,Kibra,2024-06-01 23:18:21.952240,145,19,126,1.6916372044069008,85.83231692638725,3.116823231677801,2.892643191182569,5.959925382497809,45.34236621592035
Nairobi,Kibra,2024-07-01 23:18:21.952240,114,17,97,0.530732184244743,71.5033341954275,3.787340834221366,9.381918552959638,3.9857977450018587,58.820301536082496
Nairobi,Kibra,2024-08-01 23:18:21.952240,116,25,91,4.742041850859879,83.31756816728739,3.9888578207994287,5.718589306606013,6.976983757336295,63.65172675572241
Nairobi,Kibra,2024-09-01 23:18:21.952240,91,10,81,3.632815912062649,76.48529898757012,4.2934993545376,8.120499146773039,7.361493141665684,57.1305538981222
Nairobi,Kibra,2024-10-01 23:18:21.952240,102,18,83,3.599138353057782,78.05916576392133,4.210466572791097,4.293419666528511,6.059095186789179,54.82580374132763
Nairobi,Kibra,2024-11-01 23:18:21.952240,103,24,79,1.4476481550199236,78.78307069992205,4.848804433622808,2.181136879493109,1.6621610920505638,63.14668832098492
Nairobi,Kibra,2024-12-01 23:18:21.952240,154,20,134,3.3763436997022254,94.74687887455886,1.1596650185733028,6.195882486288413,4.366827455103913,64.58287485161799
Nairobi,Kibra,2025-01-01 23:18:21.952240,169,40,128,4.134582423418229,94.54193437223489,4.336318165206924,5.639017069623465,6.62038450284804,58.32554152624631
Nairobi,Kibra,2025-02-01 23:18:21.952240,160,32,127,0.7702641851889178,78.42169182883437,2.6156926564010234,7.220515685955039,5.445475683232803,77.49267263935695
Nairobi,Kibra,2025-03-01 23:18:21.952240,191,22,169,1.8603365370899418,77.7468547623773,1.085030811752755,8.681629446530518,7.715854669667998,69.82899793885778
Nairobi,Kibra,2025-04-01 23:18:21.952240,183,30,153,0.9216889208654386,90.57762866602037,4.010282709337132,4.269431136606811,6.995669201988355,41.608864019107266
Nairobi,Kibra,2025-05-01 23:18:21.952240,168,34,134,1.7905635814467946,84.69389027947096,4.9995348806170625,8.426345231340653,6.078996304799884,43.677489433562684
Nairobi,Kibra,2025-06-01 23:18:21.952240,122,29,92,4.118483974544899,86.12095437798256,4.90488372280399,4.243390719491572,3.276123937043151,47.97907575213166
Nairobi,Kibra,2025-07-01 23:18:21.952240,100,14,86,2.189458901427736,74.47166343644965,3.1532439146789977,5.019410131956772,1.9925631759433244,41.96597770314956
Nairobi,Kibra,2025-08-01 23:18:21.952240,102,13,89,2.595791541543989,89.13383195777955,1.4751945732463425,6.058632709908721,1.7332005333173734,61.77972827839638
Nairobi,Kibra,2025-09-01 23:18:21.952240,86,18,68,3.823355656616957,82.9160420823079,1.2931261912933762,2.025164755334804,4.576687605837645,78.55911964132427
Nairobi,Kibra,2025-10-01 23:18:21.952240,101,15,86,2.499314715607235,74.83208041855687,3.8909601178032416,3.7354034300480654,4.412475313092356,70.78576615979726
Nairobi,Kibra,2025-11-01 23:18:21.952240,133,27,106,0.6173290126675859,92.19044587585925,3.9014418643259163,9.492581680651998,2.0271197484422063,84.57765542156992
Nairobi,Kibra,2025-12-01 23:18:21.952240,130,16,113,2.3843745211299816,94.33268437480618,2.7673208384715617,2.28608293809471,7.941308544110639,53.007676013378564
Nairobi,Kibra,2026-01-01 23:18:21.952240,172,19,153,4.984549454675884,77.25725144442714,4.165454560778864,5.0284596333345375,7.828895309896069,46.93734292216687
Nairobi,Kibra,2026-02-01 23:18:21.952240,194,22,171,0.7967810132031052,88.09302338071724,2.7015773856648364,3.1037959386132314,5.870307605359784,53.77510848242365
Mombasa,Changamwe,2024-03-01 23:18:21.952240,200,48,152,4.521418090482252,78.82477481426601,2.8408778071214256,8.835986371845951,5.535302888955703,75.22597683199575
Mombasa,Changamwe,2024-04-01 23:18:21.952240,211,39,172,2.7373145066469013,86.74132181439502,2.115044206306993,9.957529536387561,6.511994678080379,73.43692874084115
Mombasa,Changamwe,2024-05-01 23:18:21.952240,192,30,162,2.605063619630876,90.97683817101615,2.5538681202166815,2.444757160542993,3.866412576375548,45.021626004529146
Mombasa,Changamwe,2024-06-01 23:18:21.952240,119,20,99,0.5061913857890341,85.09196607361883,3.397475486167118,8.012386232479173,2.5080482630559575,81.31145775035321
Mombasa,Changamwe,2024-07-01 23:18:21.952240,119,28,91,1.3147169586411793,86.21344748832986,3.595441114057814,3.351128460005966,6.222698163516111,80.8488938967291
Mombasa,Changamwe,2024-08-01 23:18:21.952240,100,12,87,2.6703182566318118,78.53140256359218,3.9981994067657936,2.436045666067143,6.609313740706973,40.43288242531698
Mombasa,Changamwe,2024-09-01 23:18:21.952240,120,21,98,3.1701480544271625,78.32015662104018,3.6246407988132714,5.334582337906154,5.873153213945369,65.58346540729151
Mombasa,Changamwe,2024-10-01 23:18:21.952240,119,29,89,4.516540715554045,89.31352865725684,1.867649164736187,8.778487528592667,6.377630309107733,66.13306148146691
Mombasa,Changamwe,2024-11-01 23:18:21.952240,137,31,105,4.278548585428984,93.41293916124401,2.321777016232626,7.60490243069054,5.700024826450997,50.95440914035859
Mombasa,Changamwe,2024-12-01 23:18:21.952240,142,24,118,2.6405984111967777,89.70314658485262,1.0197790192509295,6.425183876595721,3.585233930099796,42.55544087237669
Mombasa,Changamwe,2025-01-01 23:18:21.952240,153,25,128,3.485977043068063,91.78954274825702,3.729820421573025,2.497451876631457,1.0086182335340867,42.74318682643918
Mombasa,Changamwe,2025-02-01 23:18:21.952240,189,36,152,4.624980910689959,88.63762635688906,3.222625663527817,5.711345798702354,1.0273845312611538,52.06953278723999
Mombasa,Changamwe,2025-03-01 23:18:21.952240,213,43,169,0.8056878384967439,88.23799206078968,1.3031514964445443,7.2991610525130985,2.0925393388761786,48.15866099745275
Mombasa,Changamwe,2025-04-01 23:18:21.952240,212,34,178,2.064385985680475,81.41601285869831,1.738453340822518,8.422533771241547,2.9098770076144325,57.84506729900616
Mombasa,Changamwe,2025-05-01 23:18:21.952240,170,33,137,2.4679401259624627,82.71667992498114,4.980035284553475,7.589752718786631,5.399451639718901,70.276611121961
Mombasa,Changamwe,2025-06-01 23:18:21.952240,154,36,117,3.633249356354385,85.59818103441195,3.9704631907848174,2.914172985878368,7.127403041347322,53.84625392633998
Mombasa,Changamwe,2025-07-01 23:18:21.952240,106,11,95,2.8576234927964426,76.03793191366726,4.646677861725916,2.763072495907058,4.199968453884038,80.48905211654747
Mombasa,Changamwe,2025-08-01 23:18:21.952240,118,20,97,1.1080000454948342,93.97788728911738,3.06200113179769,3.099352208879864,5.581901664900766,57.59165554066678
Mombasa,Changamwe,2025-09-01 23:18:21.952240,98,13,85,0.7613399538123038,89.41435484106765,1.4896195342695306,5.861818690452785,2.802097662770902,42.75459570407114
Mombasa,Changamwe,2025-10-01 23:18:21.952240,113,26,86,4.474416956708964,94.45561425859697,3.6345974361324087,6.583411311608717,2.6227158526856287,42.56644209862433
Mombasa,Changamwe,2025-11-01 23:18:21.952240,139,30,108,1.514392599157442,74.3459486732727,2.9414354984867472,3.163812688114132,6.350304002173587,46.5592348511597
Mombasa,Changamwe,2025-12-01 23:18:21.952240,138,29,108,4.1372200517327915,85.21527160128073,4.945171879244865,9.279608875707385,3.529662042899787,54.570503948256096
Mombasa,Changamwe,2026-01-01 23:18:21.952240,152,26,125,2.6342028101378068,82.03655772239418,3.5208079895310442,7.099425434616191,6.281142388235241,46.95011691699749
Mombasa,Changamwe,2026-02-01 23:18:21.952240,186,43,143,1.8651027265618274,81.10465537530457,1.5778336265623931,4.616416372283426,1.6847437128346567,48.63056163985806
Mombasa,Jomvu,2024-03-01 23:18:21.952240,244,43,201,1.2625291142035058,77.52290547088826,4.911343265279806,9.334830506157546,2.7722919582538856,79.6628226167079
Mombasa,Jomvu,2024-04-01 23:18:21.952240,198,28,169,0.8361022677830545,80.95741421885315,3.6230583581072726,7.203491409319575,6.0110632235515,62.50606703755764
Mombasa,Jomvu,2024-05-01 23:18:21.952240,188,39,149,3.5786057555869193,89.3806959495343,2.405438380715217,8.94321466209711,5.13791369569104,42.73000553318637
Mombasa,Jomvu,2024-06-01 23:18:21.952240,159,28,131,4.956403305915761,71.13744247938816,3.3204564402671632,9.386301010697064,6.513205862810411,84.21951833621313
Mombasa,Jomvu,2024-07-01 23:18:21.952240,159,16,143,0.5065608216274671,80.02224314390074,4.844932700438469,5.286892986968361,1.188937009755179,74.40685206245959
Mombasa,Jomvu,2024-08-01 23:18:21.952240,145,19,125,2.721633490984172,82.94213437356909,2.661073906103186,6.1906189272538965,1.4476017555180833,83.72263429806594
Mombasa,Jomvu,2024-09-01 23:18:21.952240,109,23,86,2.3631615516562072,76.68928240752429,4.791513518169662,7.446364670370707,4.304455668973081,68.59825483903478
Mombasa,Jomvu,2024-10-01 23:18:21.952240,131,19,112,4.846055728553,88.24200186626115,4.191877004056064,2.7904841094352815,4.719321625897956,58.136700021357385
Mombasa,Jomvu,2024-11-01 23:18:21.952240,142,33,108,2.011699469788376,92.50174431268817,4.20158428519465,5.792958080679555,1.454245814978985,41.62546083237412
Mombasa,Jomvu,2024-12-01 23:18:21.952240,177,33,144,4.5968228692454165,72.9702159194891,1.546432318636279,6.195905089135147,4.9947156400981605,83.54890648530562
Mombasa,Jomvu,2025-01-01 23:18:21.952240,201,28,172,3.5132049230076787,83.8078869519143,1.0263946729081748,4.205909915074242,7.0759704523595595,55.59816801169479
Mombasa,Jomvu,2025-02-01 23:18:21.952240,218,34,183,2.308016232565218,80.36429372256688,2.7602362936089944,6.560187650850666,1.6369862748077515,52.899998333164746
Mombasa,Jomvu,2025-03-01 23:18:21.952240,220,31,189,1.094886160281843,72.07788577360739,1.2857473070803453,5.386674979999001,4.724372657359698,63.805880309316954
Mombasa,Jomvu,2025-04-01 23:18:21.952240,222,27,194,2.913767882249498,91.3545996036287,4.973018235271521,6.590854962889105,1.1191972128387313,84.53052385770515
Mombasa,Jomvu,2025-05-01 23:18:21.952240,195,45,149,1.5326108417073765,94.10611721779182,4.391676728406823,9.145120038518721,3.2431034165593937,55.22201126096
Mombasa,Jomvu,2025-06-01 23:18:21.952240,169,20,149,4.593512570694363,73.98453557284594,1.776148605132755,3.219841928331392,1.0683405235540135,49.553021809803255
Mombasa,Jomvu,2025-07-01 23:18:21.952240,154,34,119,1.276539794871175,78.90469347345275,4.894372322740308,3.1172857390682047,6.467936554803187,54.37300387258506
Mombasa,Jomvu,2025-08-01 23:18:21.952240,122,14,107,3.453307622432934,74.91608359082204,4.513179677060431,2.3799126399714936,2.8597273246662693,48.04619493002235
Mombasa,Jomvu,2025-09-01 23:18:21.952240,150,20,129,2.0148315797715703,76.93318727410437,1.0766095880937048,3.059131757973602,2.284327993238255,58.1762219751477
Mombasa,Jomvu,2025-10-01 23:18:21.952240,119,12,106,3.988749265483629,81.85768065713535,1.5312354978520353,3.3152837841243814,4.313586027659983,40.53171413605547
Mombasa,Jomvu,2025-11-01 23:18:21.952240,155,30,124,4.059779168893275,93.84462074393781,1.9151681798476958,3.3953061799669175,4.719714021536152,67.03934194123059
